col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Muniv,XXXVI,IX,XXVII,Denarius,VI,XXII,CDLXXXV
Murytub,XXXIX,VI,CXI,Quinarius,V,XVIII,CXLVII
Munarg,XXXVI,I,CXLIII,Quinarius,V,XII,CLXXXI
Munarg,XXXIX,XII,CXXIX,Denarius,VII,XXII,CCXIV
Murytub,XXXV,I,CXXVI,Denarius,V,XVI,DCCXXVII
Munarg,XXXV,IV,CXLVII,Quinarius,VIII,XXVIII,CLVI
Suilis,XXXVIII,VI,XXXI,Aureus,IX,VII,XXXVI
Munarg,XXXVI,XI,CLIX,Quinarius,VII,XVI,CXV
Munarg,XL,V,CLXIV,Denarius,VIII,XVII,CCXX
Suilis,XL,XI,XXXVII,Denarius,VI,I,MMMCMLXXVII
Murytub,XXXV,VI,CXLV,Denarius,VIII,XXIV,DCCLVIII
Murytub,XXXVII,V,CXCI,Quinarius,VIII,XXV,CCCXXXIII
Murytub,XXXIX,II,CXCIV,Aureus,III,III,VI
Munarg,XXXV,III,CI,Denarius,V,XXIII,CCCXXXVIII
Muniv,XXXIX,X,XXIII,Denarius,VIII,XXIX,CDXCIX
Murytub,XXXVIII,X,LXXXVII,Denarius,X,XXI,DLXXIX
Murytub,XXXIX,VIII,CLXXV,Quinarius,V,XXIII,CXXXV
Munarg,XXXVI,V,CXXIX,Denarius,IV,XI,CCCXCI
Muniv,XXXIX,I,XXVIII,Quinarius,VII,XV,CXVI
Murytub,XL,IX,CXIV,Quinarius,IV,XXVIII,CVIII
Munarg,XXXVIII,X,CIV,Quinarius,V,XIV,XCIII
Murytub,XXXVII,I,CVII,Quinarius,IV,XII,CCLXI
Murytub,XXXVII,I,CXXXI,Denarius,VI,XXVIII,DCLXXVII
Murytub,XXXV,IV,CLIII,Denarius,V,XX,DCXLV
Murytub,XXXVIII,IV,CXCVII,Aureus,V,XIV,VI
Muniv,XXXVII,IV,XXXVII,Quinarius,VI,XXVII,CCX
Murytub,XXXVI,III,CLIII,Denarius,VI,XXIX,DCLXXIX
Murytub,XL,VIII,CXXXI,Denarius,VI,XXXI,DLX
Murytub,XXXVII,X,CXLIII,Denarius,V,VI,DCXXIV
Munarg,XXXVI,IV,CXXIX,Quinarius,II,VIII,CXXIX
Atamora,XXXIX,III,XI,Denarius,VIII,XVII,MMMXCIII
Munarg,XXXVIII,IV,CXLVIII,Denarius,VI,XIII,CCXCIII
Munarg,XXXV,VIII,CXCIX,Denarius,VI,XXI,CCCLXXIX
Munarg,XXXV,VIII,CXXIII,Denarius,VII,XVI,CCCXXXI
Murytub,XXXVII,VI,CXXVIII,Denarius,IV,III,DCCCXXXVII
Munarg,XXXVI,V,CXLV,Denarius,III,IX,CCCXLII
Muniv,XL,II,XXVI,Quinarius,VI,VI,CXXXI
Munarg,XXXV,II,CXXI,Denarius,VIII,XXV,CCCL
Munarg,XXXVII,VI,CV,Quinarius,VII,XVI,CXVI
Munarg,XXXIX,III,CXXXVIII,Denarius,VI,XXIX,CCCXLVI
Muniv,XXXVI,II,XXI,Quinarius,VI,XXVI,CCXXXVIII
Muniv,XXXVI,XI,XXVII,Denarius,VI,IX,CDLXXIX
Murytub,XXXVII,IX,XCVI,Denarius,V,XXVIII,DCXVII
Munarg,XXXVIII,XII,CLIX,Denarius,VI,XXI,CCCXCIII
Munarg,XXXIX,VII,CXL,Quinarius,V,I,CIV
Muniv,XXXIX,IX,XXI,Denarius,VI,XXVII,DLXXIX
Muniv,XXXV,III,XXII,Denarius,IV,XXII,DXCV
Munarg,XL,X,CVI,Quinarius,IX,VI,XCIII
Munarg,XXXIX,VII,CLXIV,Denarius,V,IX,CDLX
Munarg,XXXVI,III,CVII,Quinarius,V,III,CLX
Munarg,XXXIX,XII,CXLVII,Denarius,VIII,XVI,CCXXXVI
Munarg,XXXV,V,CLXXV,Quinarius,V,XXXI,CXLIII
Munarg,XXXV,X,CLXXXVI,Quinarius,IV,IX,CLIX
Munarg,XXXIX,V,CLXIV,Denarius,VI,II,CCCLXXXV
Munarg,XXXVII,IV,CVIII,Denarius,VII,VIII,CCLXXXV
Munarg,XXXV,IV,CXIX,Denarius,IV,XVIII,CCCLV
Suilis,XXXV,V,XXIV,Denarius,VI,VIII,MMMCDXLV
Muniv,XXXIX,VII,XXI,Denarius,VIII,VII,DXXXVI
Murytub,XXXVIII,I,CXXV,Aureus,VI,XVIII,VII
Muniv,XXXVIII,VIII,XXVIII,Denarius,IV,IX,CDLXIX
Murytub,XL,VII,CCII,Quinarius,VIII,XXVIII,CXXVIII
Muniv,XXXVI,VIII,XXIII,Denarius,VI,VI,CDLII
Munarg,XXXV,VI,CXX,Quinarius,IV,XX,CLXXIV
Murytub,XXXVI,V,CLXXXVII,Quinarius,VII,VII,CCLXXXV
Muniv,XXXIX,II,XXIII,Denarius,VI,XXIII,CDXCIV
Murytub,XXXVI,II,CXXXV,Denarius,V,XXV,DCLXXXIX
Muniv,XXXVIII,VIII,XXX,Denarius,V,XXIII,CDLXXXVIII
Munarg,XL,VIII,CXLIV,Quinarius,V,XXVI,CI
Murytub,XXXV,III,CXIX,Denarius,IX,II,DCXCV
Murytub,XXXVI,XI,CXC,Quinarius,VII,XV,CCLIX
Muniv,XXXIX,III,XXXIV,Quinarius,VI,XIV,CXLVIII
Muniv,XL,XII,XXVI,Denarius,V,XXIV,DCXI
Muniv,XXXV,III,XXXI,Quinarius,V,XXIII,CCXLVII
Muniv,XXXVI,XI,XXXVII,Quinarius,VII,XIV,CXCI
Munarg,XL,I,CX,Quinarius,VII,XV,LV
Muniv,XXXVIII,VII,XXVI,Aureus,VIII,XXVII,IV
Munarg,XXXVII,II,CLIX,Denarius,VI,XXIV,CDVIII
Munarg,XXXVI,XI,CIX,Aureus,II,III,III
Munarg,XXXVI,VII,CX,Quinarius,VIII,XVI,CXLIII
Munarg,XXXVIII,III,CLII,Denarius,V,XXI,CCCIII
Munarg,XXXV,XII,CXCIX,Aureus,VI,XXIX,IV
Munarg,XXXVII,VII,CLXXXI,Aureus,IV,II,IV
Munarg,XXXVII,III,CXLIX,Aureus,VI,XIV,IV
Munarg,XXXVIII,XI,CXLI,Denarius,VI,XVII,CCLXXVIII
Suilis,XXXVI,VII,XVII,Denarius,VII,XXIII,MMMCDXXXIII
Muniv,XXXV,XI,XXVI,Denarius,V,IX,CDLXXXIV
Munarg,XXXVIII,I,CLXV,Denarius,V,XXX,CDXXII
Murytub,XXXIX,XII,CLXXVI,Denarius,IV,XVIII,DLV
Munarg,XXXVII,V,CLXII,Denarius,VI,XIII,CCCLXXXII
Murytub,XXXV,IV,CL,Quinarius,III,XVII,CCCLXXXVIII
Munarg,XXXIX,II,CLXIX,Quinarius,VI,XXIV,XC
Munarg,XXXVII,VIII,CXC,Aureus,VIII,XVI,IV
Munarg,XXXVII,VIII,CXX,Denarius,V,VI,CCLV
Murytub,XXXVIII,IV,CLV,Denarius,IV,VIII,DCXIV
Murytub,XXXVI,I,CXL,Denarius,IX,XXXI,DCLVIII
Muniv,XXXVIII,VII,XXXVII,Quinarius,VIII,V,CXXXVIII
Murytub,XXXVI,V,CII,Denarius,IX,XXVII,DCLXXXVII
Murytub,XXXVI,XII,CLII,Denarius,VIII,XI,DCLV
Munarg,XXXVII,XII,CXL,Denarius,V,XII,CDVII
Munarg,XXXVI,VII,CXIV,Denarius,VIII,X,CCCLXXXVI
Munarg,XXXVII,XI,CLII,Denarius,VI,XXVI,CCCLXI
Munarg,XXXIX,IV,CXL,Quinarius,X,XX,XCIV
Murytub,XL,VIII,CLIV,Quinarius,IX,VIII,CXV
Atamora,XXXIX,XI,VII,Denarius,VIII,VIII,MMMLXXI
Muniv,XL,V,XXVII,Denarius,IV,XXVIII,CDLX
Murytub,XXXVI,IX,XCV,Aureus,VI,VII,VII
Munarg,XXXVI,VII,CXXIV,Denarius,III,XXIV,CCCXXXIII
Munarg,XXXV,II,CXV,Denarius,VII,XXIV,CCCXXI
Munarg,XL,IX,CLXVIII,Denarius,VIII,XIII,CCCLXIX
Munarg,XXXIX,VI,CLXV,Quinarius,VI,XI,CV
Muniv,XXXVII,VI,XIX,Quinarius,VIII,XI,CLXXXV
Munarg,XXXVI,VI,CLXXXVII,Denarius,V,XXIII,CD
Muniv,XXXVIII,IX,XX,Quinarius,VIII,XIII,CXXVI
Suilis,XXXV,III,XIV,Quinarius,III,XV,MDXC
Munarg,XXXVII,VI,CXLIX,Denarius,III,XXV,CCC
Muniv,XXXVI,X,XXVIII,Denarius,VI,XIX,DXXXVIII
Murytub,XXXV,X,CX,Denarius,VIII,XXIX,DCCVIII
Munarg,XXXV,IX,CLXXXI,Quinarius,II,XXX,CCXI
Murytub,XXXIX,VI,CXL,Denarius,VI,XIII,DLXXVIII
Munarg,XXXVIII,VI,CLXXI,Denarius,IX,XV,CCCXLVII
Murytub,XXXVI,X,CXXI,Denarius,V,XII,DCXXXVIII
Munarg,XXXVIII,X,CXCV,Aureus,V,XIV,III
Muniv,XXXVIII,III,XXXV,Denarius,IX,XI,CDLXXXVIII
Munarg,XL,X,CLXXII,Denarius,IX,XXV,CDLXI
Munarg,XXXVI,X,CLI,Denarius,IX,XXV,CDXII
Munarg,XXXVI,VIII,CXXV,Denarius,III,IV,CCCXXXI
Munarg,XL,X,CLXXXI,Quinarius,V,XXVI,XL
Munarg,XXXVI,VIII,CXLVI,Quinarius,VII,VII,CXXI
Munarg,XL,X,CV,Aureus,IX,VI,III
Murytub,XL,VIII,CXXXIV,Quinarius,III,XXVII,CXXVIII
Munarg,XXXIX,VIII,CXXIII,Denarius,V,XXII,CDLXIII
Murytub,XXXVII,V,CCXXVI,Denarius,VI,XVI,CMLIX
Murytub,XXXVIII,XI,CXLVII,Denarius,V,IX,DLXXIV
Murytub,XL,VIII,CLVIII,Aureus,V,XXX,IV
Murytub,XXXVII,XII,CXIX,Quinarius,VIII,III,CXCVIII
Atamora,XXXV,II,IX,Denarius,VI,XIV,MMDCLXXXIX
Murytub,XXXVII,II,CCXVIII,Denarius,VIII,XIX,DCLXXVI
Munarg,XXXIX,V,CLXI,Denarius,V,XXVI,CDXV
Munarg,XXXVIII,IX,CII,Quinarius,VII,XXVI,XCVII
Munarg,XXXVI,XI,CXCVII,Denarius,VII,XVIII,CDXIII
Murytub,XXXVIII,IV,CXXIX,Denarius,V,XIV,DLXXX
Murytub,XXXVI,V,CL,Denarius,VIII,III,DCXXX
Munarg,XXXVII,IV,CIII,Denarius,V,XVIII,CCCXII
Muniv,XXXVI,X,XXXI,Aureus,IX,XXVII,V
Muniv,XXXVIII,XI,XVIII,Quinarius,VII,XVI,CXLI
Murytub,XXXVIII,XI,CXXXVIII,Denarius,VII,XIII,DCXIV
Murytub,XXXVII,V,CXLIV,Quinarius,IV,I,CCCLXXII
Munarg,XXXVII,VIII,CLXXIV,Quinarius,IV,XII,CXIII
Munarg,XXXVI,X,CLII,Quinarius,VII,XVII,CXI
Munarg,XL,X,CLXXXIX,Denarius,V,XXIII,CCXXV
Murytub,XXXV,VIII,CLXXI,Quinarius,V,XXVI,CCCXVII
Murytub,XL,XII,CXLVIII,Aureus,VI,XXV,V
Muniv,XL,II,XXVII,Aureus,VII,XVIII,V
Munarg,XXXVIII,IV,CLIV,Denarius,VI,XXIII,CCLXXXV
Munarg,XXXV,X,CXXXIX,Denarius,VII,II,CCCXLIII
Muniv,XL,IX,XXIV,Denarius,V,X,DXIV
Muniv,XXXV,V,XXIV,Denarius,VIII,XVII,DXXIV
Munarg,XXXVIII,IV,CXXVIII,Quinarius,VIII,XV,CXXXIII
Munarg,XXXIX,VIII,CVI,Denarius,VIII,XV,CDLIX
Munarg,XXXVII,IX,CXXIX,Quinarius,V,II,CXXXI
Suilis,XXXVIII,VI,XXIX,Denarius,V,XI,MMMCDXCIII
Murytub,XXXV,III,CXCVIII,Denarius,VI,X,DCLXXX
Munarg,XXXIX,V,CXVIII,Denarius,III,XXVIII,CCXI
Munarg,XXXVI,IV,CXLI,Denarius,VII,IX,CCCXXXV
Suilis,XL,X,XIV,Denarius,V,XXX,MMMMX
Munarg,XXXVI,X,CXIV,Quinarius,IV,XX,CXLIV
Murytub,XXXV,XI,CXCII,Quinarius,IX,VI,CCCLXI
Munarg,XL,III,CXX,Quinarius,IX,XIII,XLV
Murytub,XXXVII,XII,CLXXXII,Quinarius,VIII,XXIX,CXCII
Munarg,XL,I,CXXV,Aureus,II,XVIII,II
Muniv,XXXV,V,XX,Quinarius,IV,XX,CCXXIV
Muniv,XXXVI,I,XXXV,Quinarius,III,XXI,CLXXXIX
Murytub,XXXVIII,II,CXCVI,Quinarius,VI,I,CXCVI
Munarg,XXXIX,I,CXCVIII,Aureus,V,XXIII,III
Munarg,XXXVI,I,CXCVII,Aureus,VIII,XXV,IV
Muniv,XXXVII,IV,XXIX,Quinarius,VII,XXVI,CCXXVIII
Murytub,XXXIX,VII,CXLIII,Denarius,V,XIV,DXXXIV
Muniv,XL,X,XXVI,Quinarius,VII,XX,CXV
Murytub,XXXIX,XI,CLIX,Quinarius,VIII,XXIV,CXXXVII
Murytub,XXXIX,V,CXVII,Denarius,VI,VI,DLXXXII
Murytub,XXXVII,II,CXCIII,Denarius,VIII,VII,DCLXVIII
Munarg,XXXVII,VI,CLV,Quinarius,XII,XVIII,XCVII
Murytub,XL,I,CLI,Denarius,VII,XIX,DLXX
Muniv,XXXV,IX,XXIII,Quinarius,VII,III,CCLXXII
Suilis,XL,X,XIX,Quinarius,VI,II,DCCCXXIX
Murytub,XXXVII,I,CXXXI,Quinarius,VIII,VIII,CCL
Munarg,XXXIX,XII,CXVIII,Denarius,VI,XI,CDI
Murytub,XL,X,XCVI,Denarius,V,XXVIII,DXL
Munarg,XXXV,I,CLXX,Denarius,VIII,IV,CCCLXXXII
Munarg,XXXIX,VI,CLXXVI,Denarius,III,XXX,CCLXVII
Murytub,XXXVI,V,CXCVIII,Denarius,VII,IV,DCXVI
Munarg,XXXIX,IV,CLXX,Denarius,IV,XXV,CCLXI
Munarg,XXXVII,VIII,CLXXXVII,Denarius,IV,XII,CCLV
Munarg,XL,IV,CXCVII,Aureus,VII,XVII,IV
Murytub,XL,I,CXCVIII,Denarius,VII,XXV,DXCI
Atamora,XXXIX,VIII,XII,Denarius,VII,XII,MMDCCXLV
Suilis,XXXV,II,XVII,Aureus,VI,XIV,XLIV
Muniv,XXXVII,VIII,XXV,Denarius,VIII,IX,DLIV
Munarg,XXXIX,VI,CLXVI,Aureus,IV,XXIV,IV
Munarg,XL,X,CLXXXVIII,Quinarius,VI,XIV,XLII
Muniv,XL,III,XVII,Denarius,V,XXI,DXXXIII
Munarg,XL,X,CXXX,Denarius,V,XXVIII,CCCLXXXIV
Munarg,XXXVIII,I,CLXXXVIII,Denarius,VI,IX,CCCLXXI
Muniv,XL,III,XXIV,Denarius,VI,XXVI,CDXCI
Murytub,XXXVI,V,CLXXV,Denarius,VIII,III,DCLXII
Munarg,XL,VII,CX,Denarius,VIII,XIV,CCCXCIX
Suilis,XXXVI,V,XV,Denarius,VI,XV,MMMDXLVI
Murytub,XXXVI,I,CXXXI,Denarius,V,XII,DCXLV
Munarg,XXXVII,XII,CLIX,Denarius,VII,IX,CCXC
Muniv,XXXVI,VIII,XXVIII,Denarius,VI,XXI,DXL
Suilis,XXXVII,IV,X,Denarius,IX,XIII,MMMDVII
Munarg,XXXV,VIII,CLVII,Denarius,V,XIX,CCCX
Murytub,XXXV,XII,CXXXVI,Denarius,VI,XXX,DCLX
Murytub,XXXVII,I,CXXII,Quinarius,IX,XVI,CCLXXI
Atamora,XXXIX,I,VIII,Denarius,VII,VI,MMDCCIII
Munarg,XXXVIII,V,CXCI,Denarius,VII,XIX,CCLXXII
Munarg,XXXIX,IX,CIX,Quinarius,VI,XXVIII,LV
Munarg,XXXV,XI,CIX,Quinarius,VII,III,CLXXXI
Munarg,XXXVIII,III,CXXIII,Denarius,V,XVII,CCLXXXIV
Murytub,XXXVI,VII,CLXIV,Quinarius,V,VIII,CCXCVI
Munarg,XL,IX,CLXXII,Aureus,V,XIX,IV
Munarg,XXXVII,XII,CXIV,Denarius,VI,XXVII,CCCXLVIII
Munarg,XL,VIII,CLXVI,Quinarius,II,XV,LIV
Munarg,XXXIX,II,CVIII,Quinarius,VI,XIII,LII
Munarg,XL,X,CLXXX,Aureus,IX,XXV,III
Murytub,XXXVII,VII,CXXXIV,Denarius,VII,XVIII,CMLII
Munarg,XXXV,XII,CLXXX,Denarius,VII,XXVII,CCCLXVI
Muniv,XL,IV,XXIII,Denarius,VII,XVI,DXLVIII
Munarg,XXXV,VII,CXLIX,Denarius,IV,XXX,CCCLXXXIII
Suilis,XXXV,VI,XVII,Quinarius,VI,X,MDCLXXV
Munarg,XL,X,CLXXXVI,Denarius,II,III,CCXXIV
Suilis,XXXVII,XI,XV,Quinarius,IX,XXIII,MCLXXXV
Murytub,XXXVIII,VI,CXLI,Denarius,IV,IV,DCXXX
Murytub,XL,XI,CLII,Aureus,VI,IX,IV
Murytub,XXXVII,VII,CXCVII,Denarius,VI,IX,CMLXXIV
Munarg,XXXV,XI,CXVI,Quinarius,VI,II,CLXI
Muniv,XXXVIII,VI,XXX,Denarius,IX,XXVI,CDLII
Munarg,XXXVIII,VII,CXXXIII,Quinarius,VI,XV,LXXI
Murytub,XL,X,CLXVI,Quinarius,IV,XXI,CXII
Munarg,XXXVIII,II,CXLVI,Quinarius,VII,XXIV,LXXXVII
Munarg,XL,I,CLXII,Denarius,VII,X,CDXLIV
Munarg,XXXVI,XII,CLXVI,Denarius,V,XXVIII,CCCXVI
Suilis,XXXV,VII,XIX,Denarius,VI,XXV,MMMCLXX
Murytub,XXXV,V,LXXXVI,Denarius,V,XXXI,DCXCVII
Atamora,XXXVI,X,VI,Quinarius,VII,XXVI,MDXLV
Murytub,XL,VI,CVI,Denarius,V,V,DCXLVII
Murytub,XXXVII,II,CLIV,Aureus,VIII,VII,VIII
Munarg,XXXIX,VIII,CLV,Denarius,VIII,XX,CCLXIV
Munarg,XXXIX,IX,CXLI,Denarius,V,XVIII,CXCVII
Murytub,XXXVII,IV,CXXXIII,Quinarius,VIII,IV,CCCXCIV
Muniv,XXXVII,XI,XXIX,Aureus,V,VI,V
Munarg,XXXVI,VI,CXLIV,Denarius,VI,XIII,CCCVI
Munarg,XXXIX,VII,CXXXV,Quinarius,VIII,XXVI,LVII
Murytub,XXXVIII,VI,CXXXVIII,Quinarius,V,XXIX,CLXXVIII
Murytub,XL,XII,CXVII,Quinarius,VI,VIII,CVIII
Munarg,XXXIX,VII,CLXXII,Denarius,VII,III,CCXXVIII
Muniv,XXXVI,III,XXIV,Denarius,III,V,CDLX
Munarg,XXXVII,VI,CXV,Quinarius,VIII,XXVI,CXXXVII
Murytub,XXXVIII,VIII,CXXII,Denarius,VII,XV,DCXXXVI
Murytub,XXXVII,X,CXXVIII,Quinarius,VI,VII,CCXXXV
Munarg,XXXV,II,CV,Quinarius,IV,II,CLXXXI
Munarg,XXXVI,II,CLXXV,Denarius,III,III,CDXI
Murytub,XXXV,II,CLXIX,Denarius,VI,XXVIII,DCLXXIX
Murytub,XXXVIII,X,CCXX,Quinarius,V,XXII,CLXIX
Atamora,XXXVII,IX,IX,Quinarius,VI,XXIII,CMLXXIX
Muniv,XXXVIII,XI,XXVII,Aureus,V,I,V
Munarg,XXXVIII,IX,CLXXX,Quinarius,VII,XXV,CXIV
Munarg,XXXVII,IV,CXXXV,Quinarius,VIII,III,CIX
Munarg,XL,X,CLII,Denarius,VII,XVII,CCIX
Suilis,XXXIX,III,XIII,Denarius,VIII,XXVII,MMMDXLVIII
Muniv,XXXVI,X,XXXIII,Quinarius,VI,XXVIII,CXCVII
Munarg,XXXVIII,VI,CLV,Aureus,IV,V,IV
Munarg,XXXVIII,V,CXLVI,Denarius,V,XV,CCXCV
Muniv,XXXIX,III,XXI,Quinarius,VIII,IV,CXVII
Munarg,XXXIX,VIII,CLXIV,Denarius,VI,IV,CDXXI
Munarg,XXXIX,VI,CXXI,Quinarius,V,XXVIII,LXII
Muniv,XL,XI,XXVI,Quinarius,VI,IX,CXI
Murytub,XXXVI,I,CLXXXIX,Denarius,VII,VIII,DCLXX
Munarg,XXXV,III,CXXI,Denarius,IV,XIX,CCCLXVI
Murytub,XXXVII,XII,CLIV,Denarius,IV,II,DCXII
Munarg,XL,X,CL,Quinarius,IV,XIX,XLV
Munarg,XXXVIII,VIII,CXXXVI,Denarius,V,IV,CCLIII
Munarg,XXXVI,VIII,CLXXV,Quinarius,IX,X,CL
Munarg,XL,IX,CXXXV,Denarius,IV,XXVIII,CDXXX
Munarg,XL,V,CLXX,Denarius,VIII,XXIX,CCCLXXI
Munarg,XXXIX,XI,CXVI,Denarius,VIII,XIII,CCLII
Muniv,XL,III,XXVI,Quinarius,V,XXI,CXVI
Munarg,XL,IX,CLI,Denarius,V,VI,CCXXII
Munarg,XXXVI,V,CLVI,Quinarius,V,XIX,CXLIV
Murytub,XXXVII,VII,CXXIX,Denarius,IV,XVII,CMXIV
Murytub,XXXVII,XI,CXCI,Denarius,IX,XXIII,DCLII
Atamora,XXXIX,X,VII,Quinarius,VI,XXIII,DCC
Munarg,XXXIX,XII,CXCIII,Denarius,V,XXI,CCXXVIII
Murytub,XXXV,IX,CXLIV,Quinarius,VII,I,CCCXLVIII
Munarg,XXXVI,II,CXXIX,Quinarius,VIII,XXI,CLXV
Munarg,XL,VIII,CLXXIV,Quinarius,V,XXX,LXXXVI
Munarg,XXXVII,X,CLXXXIII,Denarius,VI,XXII,CDXXXVIII
Munarg,XL,IX,CLXXXIII,Denarius,I,IX,CCXXX
Muniv,XXXVII,IX,XVI,Quinarius,VI,IX,CCXIV
Murytub,XXXVI,VI,CXXXVIII,Denarius,VIII,XXX,DCCXXIII
Murytub,XL,IX,CXCVIII,Denarius,V,XII,DLXXX
Murytub,XXXVIII,VI,CXLII,Denarius,IV,XIX,DCIV
Murytub,XL,II,CXXVII,Quinarius,V,VIII,CXXXV
Atamora,XXXV,IX,IX,Aureus,VI,IV,XXXI
Munarg,XXXVII,III,CXXIV,Aureus,VI,XVII,IV
Murytub,XXXVIII,II,CXXV,Denarius,VI,IX,DLXXXIV
Munarg,XXXVI,XI,CLXII,Denarius,VII,XVIII,CCCLXVIII
Murytub,XXXVI,IV,CLXXII,Denarius,V,XXVIII,DCLXXI
Murytub,XXXVII,IV,CXXXVIII,Denarius,V,II,DCCCLXIV
Munarg,XXXIX,IX,CLXVI,Denarius,VI,XXVII,CDXII
Murytub,XL,X,CXLIV,Denarius,VI,VII,DXLIII
Murytub,XXXVII,IV,CLV,Denarius,VIII,III,DCCCLVIII
Murytub,XXXVI,V,CXCI,Denarius,IV,XXVIII,DCXCII
Murytub,XXXIX,I,CXIV,Denarius,IV,X,DLXXXVI
Munarg,XXXV,I,CLVII,Quinarius,VII,XI,CXCVIII
Suilis,XL,II,XXX,Denarius,II,XVII,MMMDLXXXVI
Muniv,XL,IX,XXVIII,Quinarius,VII,VIII,CXV
Suilis,XXXIX,III,XIX,Quinarius,IV,V,DCCCXVIII
Murytub,XXXVI,III,CXLIX,Denarius,VI,VIII,DCXXXIX
Muniv,XXXVII,XII,XXVIII,Denarius,VI,XXI,CDLX
Munarg,XXXVIII,IV,CI,Denarius,V,XXVI,CCCLXII
Munarg,XXXIX,VIII,CLV,Denarius,VIII,XIII,CCXII
Murytub,XXXVII,IX,CXXXI,Denarius,VI,XVI,DCLXXXI
Muniv,XXXVI,III,XXI,Quinarius,VIII,XXVII,CCXXIII
Murytub,XXXV,I,CLXXIX,Denarius,V,XXV,DCCXL
Murytub,XXXVII,VII,CXLIII,Denarius,VII,IV,CMXII
Murytub,XXXIX,IV,LXXVI,Aureus,III,XXVI,VI
Munarg,XXXIX,XI,CLX,Quinarius,VII,XXIX,XC
Munarg,XXXVIII,I,CXII,Denarius,VI,VIII,CCCLXXI
Murytub,XXXVI,X,CXXIII,Quinarius,III,XXX,CCLXVII
Munarg,XL,VII,CIII,Quinarius,V,XVII,C
Murytub,XXXVI,I,CLI,Denarius,III,XXI,DCLXXII
Atamora,XXXVIII,IX,XIII,Denarius,V,XXI,MMDCCCLXIV
Munarg,XL,XII,CV,Aureus,VIII,XXIII,II
Muniv,XXXVI,III,XXXIII,Denarius,VI,VIII,DIII
Muniv,XXXIX,XII,XXVI,Denarius,III,IX,CDXX
Muniv,XL,II,XXII,Denarius,VI,XXVI,DCX
Murytub,XXXVI,X,CXLV,Denarius,VI,IV,DCLXIX
Murytub,XXXIX,III,CCVIII,Denarius,VI,XIV,DXCVIII
Munarg,XXXVIII,VI,CLXI,Denarius,VI,X,CCCXXXIX
Murytub,XXXVIII,IV,CXXXI,Denarius,V,IV,DCXXIII
Munarg,XXXV,I,CXLVI,Denarius,V,V,CCCXXVIII
Suilis,XXXVIII,IV,XXX,Denarius,VI,III,MMMCDXXII
Muniv,XL,XI,XXII,Quinarius,VI,XI,LXXXIX
Muniv,XXXVI,XII,XVI,Denarius,VI,XIX,DXXXVI
Munarg,XXXIX,V,CI,Denarius,VI,XVIII,CCXV
Murytub,XXXV,X,CXXV,Quinarius,IV,V,CCCXXXVI
Muniv,XL,I,XIX,Quinarius,VII,I,CXX
Murytub,XXXVI,IV,CXCI,Denarius,V,XVII,DCL
Munarg,XXXVII,XII,CLIX,Denarius,V,IV,CCCXXXII
Murytub,XXXVIII,XII,CLXII,Denarius,IV,V,DCXIII
Muniv,XXXVIII,IV,XXI,Denarius,VII,XXIV,CDLI
Murytub,XL,VI,CXXXIV,Denarius,IV,XIV,DXXXV
Atamora,XXXVII,V,IX,Quinarius,V,XI,DCCLX
Munarg,XL,V,CXXXIX,Denarius,VIII,XVII,CCX
Munarg,XXXVII,VI,CLXXXIX,Quinarius,V,XXX,CL
Murytub,XXXVI,X,CII,Denarius,VI,XXVIII,DCXXXVII
Murytub,XXXIX,VIII,CXCVI,Quinarius,III,IX,CXXXVI
Murytub,XXXVIII,III,CXXIV,Quinarius,VI,II,CLXXXI
Munarg,XXXVIII,XI,CLXXVI,Denarius,VII,XIII,CCXXIX
Muniv,XXXVI,VI,XXIII,Denarius,V,VIII,DLVII
Munarg,XXXVII,VI,CVII,Denarius,VII,IX,CCXCII
Murytub,XXXV,III,CLXXXV,Aureus,VII,VI,VIII
Munarg,XXXVIII,V,CXXIX,Denarius,VI,I,CCLXXXIX
Munarg,XL,II,CLXII,Denarius,VII,IV,CXCIX
Munarg,XXXV,V,CLXV,Denarius,VI,XIV,CCCXXXIV
Muniv,XXXVIII,IV,XVII,Denarius,VI,V,CDXCIX
Murytub,XL,VI,CLXVII,Quinarius,V,VIII,CXXVI
Murytub,XXXIX,XI,CLIV,Denarius,X,XI,DXC
Murytub,XXXV,I,CLXIX,Aureus,VIII,XXVIII,IX
Munarg,XXXVII,IX,CVIII,Denarius,VII,VIII,CCLXIV
Suilis,XXXV,IV,XIII,Denarius,V,XXVII,MMMCDLXIX
Munarg,XXXVII,III,C,Denarius,VI,III,CCCXXIV
Munarg,XXXV,I,CLXXII,Denarius,III,III,CCCXXXIX
Murytub,XXXV,V,CLXIX,Quinarius,VI,XXV,CCCXXXIX
Atamora,XXXIX,XII,XII,Denarius,VIII,II,MMDCCCXXI
Murytub,XXXVIII,VIII,CL,Quinarius,VI,XXVIII,CLXIII
Murytub,XXXVI,IV,CXX,Denarius,VIII,XXV,DCLXVII
Muniv,XL,XI,XXIII,Quinarius,VII,XXVII,XCVIII
Munarg,XXXV,I,CXLIII,Aureus,VIII,IV,V
Muniv,XXXV,XII,XXVI,Quinarius,V,XII,CCXXXIX
Munarg,XXXV,XII,CXXXV,Quinarius,VI,X,CXLVI
Munarg,XL,VIII,CXL,Denarius,IX,VIII,CDXXIII
